Group	Protein
OG_0005568	sp|O94373|ATPF_SCHPO
OG_0005568	sp|P05626|ATPF_YEAST
OG_0005568	sp|Q6C105|ATPF_YARLI
OG_0005568	tr|A7E7X9|A7E7X9_SCLS1
OG_0005569	tr|A7F6T2|A7F6T2_SCLS1
OG_0005569	tr|Q4WI67|Q4WI67_ASPFU
OG_0005570	tr|Q4WS23|Q4WS23_ASPFU
OG_0005570	tr|A7EJD1|A7EJD1_SCLS1
OG_0005571	tr|Q6C8X5|Q6C8X5_YARLI
OG_0005571	tr|Q4WAB7|Q4WAB7_ASPFU
OG_0005572	sp|P53981|PYP1_YEAST
OG_0005572	tr|Q4WH03|Q4WH03_ASPFU
OG_0005572	sp|Q9P6N2|PTF1_SCHPO
OG_0005573	tr|A7EXZ4|A7EXZ4_SCLS1
OG_0005573	tr|Q4WTL6|Q4WTL6_ASPFU
OG_0005574	sp|Q9UUD0|YNQA_SCHPO
OG_0005574	tr|A7ENY4|A7ENY4_SCLS1
OG_0005574	tr|Q4WTW5|Q4WTW5_ASPFU
OG_0005575	tr|Q4WZ74|Q4WZ74_ASPFU
OG_0005575	tr|A7EM79|A7EM79_SCLS1
OG_0005576	tr|A7F4X6|A7F4X6_SCLS1
OG_0005576	tr|Q4WQ70|Q4WQ70_ASPFU
OG_0005577	sp|Q36258|ATP6_YARLI
OG_0005577	sp|P00854|ATP6_YEAST
OG_0005577	sp|P21535|ATP6_SCHPO
OG_0005577	tr|A0A0K0PTB2|A0A0K0PTB2_SCLS1
OG_0005577	tr|H9CJQ4|H9CJQ4_ASPFU
OG_0005578	tr|A7EN63|A7EN63_SCLS1
OG_0005578	tr|Q4WG32|Q4WG32_ASPFU
OG_0005579	sp|Q04869|YM94_YEAST
OG_0005579	tr|A7EIF1|A7EIF1_SCLS1
OG_0005579	tr|Q4WZM9|Q4WZM9_ASPFU
OG_0005579	tr|Q6C9J8|Q6C9J8_YARLI
OG_0005580	sp|O94695|YG1B_SCHPO
OG_0005580	tr|A7ER36|A7ER36_SCLS1
OG_0005580	tr|Q4WEV8|Q4WEV8_ASPFU
OG_0005581	tr|Q4WAI7|Q4WAI7_ASPFU
OG_0005581	tr|A7EJ91|A7EJ91_SCLS1
OG_0005582	sp|P38874|ELP5_YEAST
OG_0005582	tr|Q4WDB5|Q4WDB5_ASPFU
OG_0005582	tr|A7ETS4|A7ETS4_SCLS1
OG_0005582	tr|W0TYP8|W0TYP8_YARLI
OG_0005583	tr|A7EIG5|A7EIG5_SCLS1
OG_0005583	tr|Q4WCZ2|Q4WCZ2_ASPFU
OG_0005583	sp|P33328|SNC2_YEAST
OG_0005583	sp|Q92356|SYB1_SCHPO
OG_0005583	tr|Q6CHZ4|Q6CHZ4_YARLI
OG_0005584	tr|A7F9Z1|A7F9Z1_SCLS1
OG_0005584	tr|Q4WQC2|Q4WQC2_ASPFU
OG_0005585	tr|A7ENU8|A7ENU8_SCLS1
OG_0005585	tr|Q4WK75|Q4WK75_ASPFU
OG_0005586	sp|Q99161|SEC62_YARLI
OG_0005586	sp|O13787|SEC62_SCHPO
OG_0005586	tr|A7E7Q3|A7E7Q3_SCLS1
OG_0005586	tr|Q4X0R3|Q4X0R3_ASPFU
OG_0005587	tr|Q6CCW2|Q6CCW2_YARLI
OG_0005587	tr|Q4WY02|Q4WY02_ASPFU
OG_0005587	tr|A7EIT5|A7EIT5_SCLS1
OG_0005587	sp|O94517|PSA1_SCHPO
OG_0005587	sp|P21243|PSA1_YEAST
OG_0005588	tr|Q4WEH5|Q4WEH5_ASPFU
OG_0005588	tr|A7E8V5|A7E8V5_SCLS1
OG_0005589	tr|A7EK81|A7EK81_SCLS1
OG_0005589	sp|P78972|SLP1_SCHPO
OG_0005589	tr|Q4WRX8|Q4WRX8_ASPFU
OG_0005590	tr|A7EUM1|A7EUM1_SCLS1
OG_0005590	tr|Q4WDA5|Q4WDA5_ASPFU
OG_0005591	tr|Q6C3V5|Q6C3V5_YARLI
OG_0005591	tr|Q4WG62|Q4WG62_ASPFU
OG_0005591	tr|A7EHL1|A7EHL1_SCLS1
OG_0005592	tr|Q4WNA7|Q4WNA7_ASPFU
OG_0005592	tr|A7F526|A7F526_SCLS1
OG_0005593	sp|O94375|REXO4_SCHPO
OG_0005593	sp|Q4WHF8|REXO4_ASPFU
OG_0005593	sp|Q6CE69|REXO4_YARLI
OG_0005593	sp|Q08237|REXO4_YEAST
OG_0005593	tr|A7F8C7|A7F8C7_SCLS1
OG_0005594	sp|O74443|LAF2_SCHPO
OG_0005594	tr|Q4WIZ9|Q4WIZ9_ASPFU
OG_0005594	tr|A7EDB1|A7EDB1_SCLS1
OG_0005595	tr|Q4X0E9|Q4X0E9_ASPFU
OG_0005595	tr|F2Z626|F2Z626_YARLI
OG_0005595	tr|A7ECB9|A7ECB9_SCLS1
OG_0005596	tr|A7E7B8|A7E7B8_SCLS1
OG_0005596	sp|Q9P7L8|SAP62_SCHPO
OG_0005596	sp|Q07350|PRP11_YEAST
OG_0005596	tr|Q6C7S9|Q6C7S9_YARLI
OG_0005596	tr|Q4WQ80|Q4WQ80_ASPFU
OG_0005597	sp|O94451|PLI1_SCHPO
OG_0005597	tr|Q4WDM3|Q4WDM3_ASPFU
OG_0005597	tr|A7EUL7|A7EUL7_SCLS1
OG_0005598	tr|A7EWB9|A7EWB9_SCLS1
OG_0005598	sp|Q12067|ATX2_YEAST
OG_0005598	tr|Q6C8K0|Q6C8K0_YARLI
OG_0005598	tr|Q4X0W6|Q4X0W6_ASPFU
OG_0005599	sp|Q4X0Z3|CREA_ASPFU
OG_0005599	sp|O14335|SCR1_SCHPO
OG_0005599	tr|A7EX74|A7EX74_SCLS1
OG_0005600	tr|B5U8Q6|B5U8Q6_YARLI
OG_0005600	sp|P46951|YPP1_YEAST
OG_0005601	sp|P38928|AXL2_YEAST
OG_0005601	tr|Q6CA70|Q6CA70_YARLI
OG_0005602	tr|Q4WI81|Q4WI81_ASPFU
OG_0005602	tr|A7ENQ4|A7ENQ4_SCLS1
OG_0005603	tr|Q6CB49|Q6CB49_YARLI
OG_0005603	sp|Q9P6Q1|PLPHP_SCHPO
OG_0005603	tr|Q4W9N6|Q4W9N6_ASPFU
OG_0005603	sp|P38197|PLPHP_YEAST
OG_0005603	tr|A7E500|A7E500_SCLS1
OG_0005604	sp|O13759|CSX1_SCHPO
OG_0005604	tr|Q6CA89|Q6CA89_YARLI
OG_0005605	sp|Q08746|RRS1_YEAST
OG_0005605	tr|Q4WGB3|Q4WGB3_ASPFU
OG_0005605	tr|Q6CH61|Q6CH61_YARLI
OG_0005605	tr|A7F592|A7F592_SCLS1
OG_0005605	sp|O59678|RRS1_SCHPO
OG_0005606	tr|Q4WRG6|Q4WRG6_ASPFU
OG_0005606	tr|A7ENP4|A7ENP4_SCLS1
OG_0005607	tr|Q4WJD7|Q4WJD7_ASPFU
OG_0005607	tr|Q6CFL3|Q6CFL3_YARLI
OG_0005607	tr|A7F0Y2|A7F0Y2_SCLS1
OG_0005607	sp|P0C2H7|RL27B_YEAST
OG_0005607	sp|O14388|RL27A_SCHPO
OG_0005608	tr|A7EBV6|A7EBV6_SCLS1
OG_0005608	tr|Q4WFA9|Q4WFA9_ASPFU
OG_0005609	tr|Q4WFH1|Q4WFH1_ASPFU
OG_0005609	tr|A7EIQ8|A7EIQ8_SCLS1
OG_0005610	tr|A7ES81|A7ES81_SCLS1
OG_0005610	tr|Q6C762|Q6C762_YARLI
OG_0005610	tr|Q4WQ16|Q4WQ16_ASPFU
OG_0005611	tr|Q4WX73|Q4WX73_ASPFU
OG_0005611	tr|Q6C3V0|Q6C3V0_YARLI
OG_0005611	sp|P41056|RL33B_YEAST
OG_0005611	tr|A7F5K7|A7F5K7_SCLS1
OG_0005611	sp|Q9USX4|RL33A_SCHPO
OG_0005612	sp|Q9P787|YNY3_SCHPO
OG_0005612	tr|Q6C523|Q6C523_YARLI
OG_0005612	tr|A7EQY7|A7EQY7_SCLS1
OG_0005612	tr|Q4WC85|Q4WC85_ASPFU
OG_0005612	sp|P36039|EMC3_YEAST
OG_0005613	tr|Q6C0Q3|Q6C0Q3_YARLI
OG_0005613	tr|A7E7C1|A7E7C1_SCLS1
OG_0005613	tr|Q4WT76|Q4WT76_ASPFU
OG_0005613	sp|Q9UTM0|IEC1_SCHPO
OG_0005614	sp|P53917|FAR11_YEAST
OG_0005614	tr|Q6CCF7|Q6CCF7_YARLI
OG_0005615	tr|Q4WQ37|Q4WQ37_ASPFU
OG_0005615	tr|A7EK75|A7EK75_SCLS1
OG_0005616	tr|A7ECZ5|A7ECZ5_SCLS1
OG_0005616	tr|Q6CDG8|Q6CDG8_YARLI
OG_0005616	tr|A4D9Y4|A4D9Y4_ASPFU
OG_0005617	tr|A7ECT5|A7ECT5_SCLS1
OG_0005617	tr|Q4WZM7|Q4WZM7_ASPFU
OG_0005617	sp|O14369|SCE3_SCHPO
OG_0005618	sp|O59759|YJM5_SCHPO
OG_0005618	tr|A7F4B2|A7F4B2_SCLS1
OG_0005618	tr|Q4WQG2|Q4WQG2_ASPFU
OG_0005619	tr|A7EJ73|A7EJ73_SCLS1
OG_0005619	tr|Q6C9T2|Q6C9T2_YARLI
OG_0005619	sp|P40484|MOB1_YEAST
OG_0005619	tr|Q4X0T2|Q4X0T2_ASPFU
OG_0005619	sp|O94360|MOB1_SCHPO
OG_0005620	tr|Q4WVA7|Q4WVA7_ASPFU
OG_0005620	tr|A7E533|A7E533_SCLS1
OG_0005621	sp|O13585|YP089_YEAST
OG_0005621	tr|Q6CCN9|Q6CCN9_YARLI
OG_0005622	tr|A7EA77|A7EA77_SCLS1
OG_0005622	tr|Q4WRJ1|Q4WRJ1_ASPFU
OG_0005622	tr|Q4WBQ9|Q4WBQ9_ASPFU
OG_0005623	tr|Q6C2Q0|Q6C2Q0_YARLI
OG_0005623	tr|A7E9H4|A7E9H4_SCLS1
OG_0005624	tr|Q6CA85|Q6CA85_YARLI
OG_0005624	sp|P34228|SEF1_YEAST
OG_0005625	sp|Q12246|LCB4_YEAST
OG_0005625	tr|W0TYP2|W0TYP2_YARLI
OG_0005626	sp|Q06338|BCP1_YEAST
OG_0005626	sp|O74907|BCP1_SCHPO
OG_0005626	sp|Q6C7K5|BCP1_YARLI
OG_0005626	sp|Q4WVS2|BCP1_ASPFU
OG_0005626	tr|A7ETB5|A7ETB5_SCLS1
OG_0005627	tr|Q4WNG5|Q4WNG5_ASPFU
OG_0005627	sp|Q9USQ9|PSB7_SCHPO
OG_0005627	sp|P30657|PSB7_YEAST
OG_0005627	tr|Q6C3S4|Q6C3S4_YARLI
OG_0005627	tr|A7EFH6|A7EFH6_SCLS1
OG_0005628	tr|A7EHH8|A7EHH8_SCLS1
OG_0005628	sp|O74970|PRP39_SCHPO
OG_0005628	tr|Q4WPE8|Q4WPE8_ASPFU
OG_0005629	sp|O13801|DRI1_SCHPO
OG_0005629	sp|P32770|DRI1_YEAST
OG_0005629	tr|Q6C0T8|Q6C0T8_YARLI
OG_0005630	tr|Q4WDN1|Q4WDN1_ASPFU
OG_0005630	tr|Q6BZX6|Q6BZX6_YARLI
OG_0005630	sp|Q9UTG1|PNPH_SCHPO
OG_0005630	sp|Q05788|PNPH_YEAST
OG_0005631	tr|A7F744|A7F744_SCLS1
OG_0005631	tr|Q4WVC1|Q4WVC1_ASPFU
OG_0005631	sp|Q9P6N7|TASP1_SCHPO
OG_0005632	tr|Q4WIH4|Q4WIH4_ASPFU
OG_0005632	sp|P36069|PMU1_YEAST
OG_0005632	tr|Q6C302|Q6C302_YARLI
OG_0005632	tr|A7EZ34|A7EZ34_SCLS1
OG_0005633	tr|Q4WTX1|Q4WTX1_ASPFU
OG_0005633	tr|A7E5M1|A7E5M1_SCLS1
OG_0005634	tr|Q4WLC3|Q4WLC3_ASPFU
OG_0005634	tr|A7ETN9|A7ETN9_SCLS1
OG_0005635	tr|Q4WY63|Q4WY63_ASPFU
OG_0005635	tr|A7EPU7|A7EPU7_SCLS1
OG_0005636	tr|A7EQ11|A7EQ11_SCLS1
OG_0005636	tr|Q4WRR6|Q4WRR6_ASPFU
OG_0005636	tr|Q6C5F6|Q6C5F6_YARLI
OG_0005637	tr|Q4WMB4|Q4WMB4_ASPFU
OG_0005637	sp|Q9HDZ9|QNG1_SCHPO
OG_0005637	tr|A7EAP3|A7EAP3_SCLS1
OG_0005637	tr|Q6CGT0|Q6CGT0_YARLI
OG_0005638	sp|P52923|AIF1_YEAST
OG_0005638	tr|A7EWL0|A7EWL0_SCLS1
OG_0005638	tr|Q4WIY4|Q4WIY4_ASPFU
OG_0005639	tr|Q4W938|Q4W938_ASPFU
OG_0005639	tr|A7F666|A7F666_SCLS1
OG_0005640	tr|Q4WNU2|Q4WNU2_ASPFU
OG_0005640	tr|A7EZ73|A7EZ73_SCLS1
OG_0005640	tr|Q6CA73|Q6CA73_YARLI
OG_0005640	sp|Q10483|YDFB_SCHPO
OG_0005641	sp|P40985|HUL4_YEAST
OG_0005641	tr|Q6C901|Q6C901_YARLI
OG_0005642	sp|Q9P6Q6|CET1_SCHPO
OG_0005642	tr|A7EGU2|A7EGU2_SCLS1
OG_0005642	tr|Q4WP97|Q4WP97_ASPFU
OG_0005643	tr|A7F4Z4|A7F4Z4_SCLS1
OG_0005643	tr|Q4WY95|Q4WY95_ASPFU
OG_0005643	sp|Q9P7H1|FLP1_SCHPO
OG_0005644	tr|A7EXR1|A7EXR1_SCLS1
OG_0005644	tr|Q4WYR0|Q4WYR0_ASPFU
OG_0005644	tr|Q6C8D5|Q6C8D5_YARLI
OG_0005645	tr|Q4WQR5|Q4WQR5_ASPFU
OG_0005645	tr|A7F3J0|A7F3J0_SCLS1
OG_0005645	sp|Q9P3T9|BSD2_SCHPO
OG_0005645	tr|Q6C0B1|Q6C0B1_YARLI
OG_0005646	tr|Q4WHY7|Q4WHY7_ASPFU
OG_0005646	tr|Q6CA11|Q6CA11_YARLI
OG_0005646	sp|O42872|RRP41_SCHPO
OG_0005646	tr|A7F295|A7F295_SCLS1
OG_0005646	sp|P46948|RRP41_YEAST
OG_0005647	sp|P36590|KTHY_SCHPO
OG_0005647	tr|Q4WEL7|Q4WEL7_ASPFU
OG_0005647	tr|A7EWA2|A7EWA2_SCLS1
OG_0005647	tr|Q6CC22|Q6CC22_YARLI
OG_0005647	sp|P00572|KTHY_YEAST
OG_0005648	tr|Q4X0D2|Q4X0D2_ASPFU
OG_0005648	tr|A7E5T3|A7E5T3_SCLS1
OG_0005649	sp|O14172|MET8_SCHPO
OG_0005649	tr|Q6C695|Q6C695_YARLI
OG_0005649	sp|P15807|MET8_YEAST
OG_0005649	tr|A7F8Z5|A7F8Z5_SCLS1
OG_0005649	tr|Q4WGN8|Q4WGN8_ASPFU
OG_0005650	tr|A7EL18|A7EL18_SCLS1
OG_0005650	sp|O42868|SSU72_SCHPO
OG_0005650	sp|Q6C195|SSU72_YARLI
OG_0005650	sp|P53538|SSU72_YEAST
OG_0005650	sp|Q4WHY5|SSU72_ASPFU
OG_0005651	tr|Q6CHK6|Q6CHK6_YARLI
OG_0005651	sp|P40522|VHR1_YEAST
OG_0005652	tr|Q6CEI6|Q6CEI6_YARLI
OG_0005652	tr|Q4W9S7|Q4W9S7_ASPFU
OG_0005652	tr|A7E465|A7E465_SCLS1
OG_0005652	sp|O94663|SNF8_SCHPO
OG_0005652	sp|Q12483|SNF8_YEAST
OG_0005653	sp|P0CX26|RL43B_YEAST
OG_0005653	tr|Q6C3I3|Q6C3I3_YARLI
OG_0005653	sp|O94686|RL43B_SCHPO
OG_0005653	tr|A7F7R7|A7F7R7_SCLS1
OG_0005653	tr|Q4WZH8|Q4WZH8_ASPFU
OG_0005654	tr|Q4X1L6|Q4X1L6_ASPFU
OG_0005654	sp|P53275|YG37_YEAST
OG_0005654	tr|A7EGZ7|A7EGZ7_SCLS1
OG_0005654	tr|Q6CAL3|Q6CAL3_YARLI
OG_0005655	tr|A7EZP9|A7EZP9_SCLS1
OG_0005655	sp|Q6C4H1|EIF3F_YARLI
OG_0005655	sp|O43060|EIF3F_SCHPO
OG_0005655	sp|Q4WTH0|EIF3F_ASPFU
OG_0005656	tr|A7E6G9|A7E6G9_SCLS1
OG_0005656	tr|Q4WBB7|Q4WBB7_ASPFU
OG_0005656	tr|Q6CEB1|Q6CEB1_YARLI
OG_0005657	tr|A7EQA3|A7EQA3_SCLS1
OG_0005657	tr|Q4WJI9|Q4WJI9_ASPFU
OG_0005658	sp|O13833|CID1_SCHPO
OG_0005658	tr|A7EFW8|A7EFW8_SCLS1
OG_0005659	tr|A7EGV7|A7EGV7_SCLS1
OG_0005659	tr|Q4WUE4|Q4WUE4_ASPFU
OG_0005659	sp|O74627|CG1C_SCHPO
OG_0005660	tr|A7F6N3|A7F6N3_SCLS1
OG_0005660	tr|Q4WFE4|Q4WFE4_ASPFU
OG_0005661	tr|A7F0R0|A7F0R0_SCLS1
OG_0005661	sp|P53551|H1_YEAST
OG_0005661	tr|Q6CEE5|Q6CEE5_YARLI
OG_0005661	tr|Q4WWJ2|Q4WWJ2_ASPFU
OG_0005662	tr|Q6CC96|Q6CC96_YARLI
OG_0005662	tr|A7E7D2|A7E7D2_SCLS1
OG_0005662	tr|Q4WTD0|Q4WTD0_ASPFU
OG_0005663	tr|A7ED20|A7ED20_SCLS1
OG_0005663	tr|Q6CD02|Q6CD02_YARLI
OG_0005663	tr|Q4WI54|Q4WI54_ASPFU
OG_0005663	sp|O42846|RL34A_SCHPO
OG_0005663	sp|P40525|RL34B_YEAST
OG_0005664	sp|Q4WNG7|PNO1_ASPFU
OG_0005664	sp|Q99216|PNO1_YEAST
OG_0005664	tr|A7EG49|A7EG49_SCLS1
OG_0005664	sp|O14044|PNO1_SCHPO
OG_0005664	sp|Q6C7G0|PNO1_YARLI
OG_0005665	sp|P22209|KIN3_YEAST
OG_0005665	tr|Q6C3K5|Q6C3K5_YARLI
OG_0005666	tr|Q4WPN8|Q4WPN8_ASPFU
OG_0005666	sp|Q96VH4|HBN1_YEAST
OG_0005667	tr|Q6C4C8|Q6C4C8_YARLI
OG_0005667	tr|Q4WSZ2|Q4WSZ2_ASPFU
OG_0005667	sp|P05739|RL6B_YEAST
OG_0005667	sp|P79071|RL6_SCHPO
OG_0005667	tr|A7E777|A7E777_SCLS1
OG_0005668	tr|A7EG70|A7EG70_SCLS1
OG_0005668	tr|Q4WIB0|Q4WIB0_ASPFU
OG_0005669	tr|Q4WJC1|Q4WJC1_ASPFU
OG_0005669	tr|A7ERF6|A7ERF6_SCLS1
OG_0005670	tr|A7F509|A7F509_SCLS1
OG_0005670	sp|Q6C141|DUT_YARLI
OG_0005670	sp|Q9P6Q5|DUT_SCHPO
OG_0005670	tr|Q4WKD1|Q4WKD1_ASPFU
OG_0005670	sp|P33317|DUT_YEAST
OG_0005671	sp|Q9P7N1|BUD32_SCHPO
OG_0005671	sp|Q4WYU4|BUD32_ASPFU
OG_0005671	tr|A7EY35|A7EY35_SCLS1
OG_0005671	sp|P53323|BUD32_YEAST
OG_0005671	sp|Q6C2A3|BUD32_YARLI
OG_0005672	tr|Q4WYJ5|Q4WYJ5_ASPFU
OG_0005672	tr|A7EKN6|A7EKN6_SCLS1
OG_0005673	sp|O74991|POF3_SCHPO
OG_0005673	tr|A7EYA4|A7EYA4_SCLS1
OG_0005673	tr|Q4WAP2|Q4WAP2_ASPFU
OG_0005674	sp|P36046|MIA40_YEAST
OG_0005674	tr|Q6C535|Q6C535_YARLI
OG_0005674	sp|Q4WGL2|MIA40_ASPFU
OG_0005674	tr|A7EE92|A7EE92_SCLS1
OG_0005675	sp|Q10320|YD68_SCHPO
OG_0005675	tr|Q4WWU3|Q4WWU3_ASPFU
OG_0005675	tr|A7F611|A7F611_SCLS1
OG_0005676	tr|A7F6G3|A7F6G3_SCLS1
OG_0005676	tr|Q4WEB9|Q4WEB9_ASPFU
OG_0005677	tr|Q4WXT3|Q4WXT3_ASPFU
OG_0005677	tr|A7EMV3|A7EMV3_SCLS1
OG_0005678	tr|Q4WN68|Q4WN68_ASPFU
OG_0005678	tr|A7F3X8|A7F3X8_SCLS1
OG_0005679	sp|P53722|ATP23_YEAST
OG_0005679	sp|Q1MTR0|ATP23_SCHPO
OG_0005679	sp|A7ETJ6|ATP23_SCLS1
OG_0005679	sp|Q4X261|ATP23_ASPFU
OG_0005679	sp|Q6C253|ATP23_YARLI
OG_0005680	tr|A7F5C5|A7F5C5_SCLS1
OG_0005680	tr|Q4WGD6|Q4WGD6_ASPFU
OG_0005680	sp|P32453|ATP11_YEAST
OG_0005680	tr|Q6CEA1|Q6CEA1_YARLI
OG_0005681	tr|A7ELB6|A7ELB6_SCLS1
OG_0005681	tr|Q4WZC5|Q4WZC5_ASPFU
OG_0005682	tr|Q4WG56|Q4WG56_ASPFU
OG_0005682	tr|A7EZW4|A7EZW4_SCLS1
OG_0005683	tr|Q4WAD5|Q4WAD5_ASPFU
OG_0005683	tr|A7EVD8|A7EVD8_SCLS1
OG_0005684	sp|P25574|EMC1_YEAST
OG_0005684	tr|Q6C5W6|Q6C5W6_YARLI
OG_0005685	tr|A7E5K8|A7E5K8_SCLS1
OG_0005685	sp|O14019|HAL4_SCHPO
OG_0005685	tr|Q4WTS8|Q4WTS8_ASPFU
OG_0005686	sp|Q08747|UAF30_YEAST
OG_0005686	sp|O74503|UAF30_SCHPO
OG_0005686	tr|A7EHN2|A7EHN2_SCLS1
OG_0005686	tr|Q4WKL8|Q4WKL8_ASPFU
OG_0005687	tr|A7EE80|A7EE80_SCLS1
OG_0005687	tr|A4D9X1|A4D9X1_ASPFU
OG_0005687	sp|Q9P7G5|BOS1_SCHPO
OG_0005687	sp|P25385|BOS1_YEAST
OG_0005687	sp|Q6BZQ6|BOS1_YARLI
OG_0005688	tr|Q6C164|Q6C164_YARLI
OG_0005688	tr|Q4WG49|Q4WG49_ASPFU
OG_0005688	tr|A7F5L7|A7F5L7_SCLS1
OG_0005689	tr|A4DA63|A4DA63_ASPFU
OG_0005689	tr|A7F339|A7F339_SCLS1
OG_0005690	sp|P40987|CIN1_YEAST
OG_0005690	tr|Q6CCJ9|Q6CCJ9_YARLI
OG_0005691	tr|A7E5P9|A7E5P9_SCLS1
OG_0005691	sp|Q4WDN4|OPSB_ASPFU
OG_0005692	tr|A7EER5|A7EER5_SCLS1
OG_0005692	tr|Q4WTM6|Q4WTM6_ASPFU
OG_0005693	tr|Q4WGA4|Q4WGA4_ASPFU
OG_0005693	tr|A7EYA9|A7EYA9_SCLS1
OG_0005694	tr|Q6CGQ0|Q6CGQ0_YARLI
OG_0005694	sp|P89886|TMA20_YEAST
OG_0005694	sp|P87313|TMA20_SCHPO
OG_0005694	tr|A7EMN5|A7EMN5_SCLS1
OG_0005694	tr|Q4WTC2|Q4WTC2_ASPFU
OG_0005695	tr|Q4WUK2|Q4WUK2_ASPFU
OG_0005695	tr|A7EDY0|A7EDY0_SCLS1
OG_0005696	tr|A7END6|A7END6_SCLS1
OG_0005696	sp|P0CX85|RL35B_YEAST
OG_0005696	sp|O74904|RL35_SCHPO
OG_0005696	tr|Q4WT53|Q4WT53_ASPFU
OG_0005696	tr|Q6CHD7|Q6CHD7_YARLI
OG_0005697	tr|Q4WIH9|Q4WIH9_ASPFU
OG_0005697	tr|A7EIT2|A7EIT2_SCLS1
OG_0005698	tr|Q6CDI8|Q6CDI8_YARLI
OG_0005698	tr|A7F4H3|A7F4H3_SCLS1
OG_0005699	tr|Q4W9Z7|Q4W9Z7_ASPFU
OG_0005699	tr|A7ED88|A7ED88_SCLS1
OG_0005699	tr|Q6C4A2|Q6C4A2_YARLI
OG_0005700	tr|Q4WPA6|Q4WPA6_ASPFU
OG_0005700	tr|A7E652|A7E652_SCLS1
OG_0005700	sp|P38235|YBQ3_YEAST
OG_0005700	tr|Q6C2H1|Q6C2H1_YARLI
OG_0005701	sp|P38148|PPS1_YEAST
OG_0005701	tr|Q6CFS4|Q6CFS4_YARLI
OG_0005702	tr|Q6CA55|Q6CA55_YARLI
OG_0005702	tr|A7E468|A7E468_SCLS1
OG_0005702	sp|P0CT57|RS14B_SCHPO
OG_0005702	tr|Q4X1C6|Q4X1C6_ASPFU
OG_0005702	sp|P06367|RS14A_YEAST
OG_0005703	tr|Q4WW62|Q4WW62_ASPFU
OG_0005703	tr|A7F3B7|A7F3B7_SCLS1
OG_0005704	sp|P38120|RT09_YEAST
OG_0005704	tr|Q4WDF4|Q4WDF4_ASPFU
OG_0005704	tr|A7E4J7|A7E4J7_SCLS1
OG_0005704	sp|Q6CFK6|RT09_YARLI
OG_0005704	sp|O14006|RT09_SCHPO
OG_0005705	tr|Q4WAP9|Q4WAP9_ASPFU
OG_0005705	sp|Q10499|AIF1_SCHPO
OG_0005705	tr|A7E6D5|A7E6D5_SCLS1
OG_0005706	tr|Q4WIF5|Q4WIF5_ASPFU
OG_0005706	tr|A7F9K7|A7F9K7_SCLS1
OG_0005707	sp|Q9USL4|NUP61_SCHPO
OG_0005707	sp|P32499|NUP2_YEAST
OG_0005707	tr|Q6CD46|Q6CD46_YARLI
OG_0005708	tr|Q4WXY5|Q4WXY5_ASPFU
OG_0005708	tr|A7F0C1|A7F0C1_SCLS1
OG_0005709	tr|Q6C6K8|Q6C6K8_YARLI
OG_0005709	tr|Q4WK39|Q4WK39_ASPFU
OG_0005709	sp|P46964|OST2_YEAST
OG_0005709	sp|O14238|OST2_SCHPO
OG_0005709	tr|A7EGH5|A7EGH5_SCLS1
OG_0005710	tr|Q6C128|Q6C128_YARLI
OG_0005710	tr|Q4W8Z8|Q4W8Z8_ASPFU
OG_0005710	tr|A7EH85|A7EH85_SCLS1
OG_0005711	sp|P39933|TF3A_YEAST
OG_0005711	tr|Q6C2U4|Q6C2U4_YARLI
OG_0005711	sp|Q9UTL5|TF3A_SCHPO
OG_0005712	sp|Q9C0W1|NRK1_SCHPO
OG_0005712	tr|A7EET8|A7EET8_SCLS1
OG_0005712	sp|P53915|NRK1_YEAST
OG_0005712	tr|Q4WPX9|Q4WPX9_ASPFU
OG_0005712	tr|Q6CEL5|Q6CEL5_YARLI
OG_0005713	tr|Q4WMQ8|Q4WMQ8_ASPFU
OG_0005713	sp|Q09865|RM06_SCHPO
OG_0005713	tr|A7EA59|A7EA59_SCLS1
OG_0005713	tr|Q6C281|Q6C281_YARLI
OG_0005713	sp|P32904|RM06_YEAST
OG_0005714	tr|A7F921|A7F921_SCLS1
OG_0005714	tr|Q4WRS1|Q4WRS1_ASPFU
OG_0005715	tr|A7EMP8|A7EMP8_SCLS1
OG_0005715	tr|Q4WT42|Q4WT42_ASPFU
OG_0005716	tr|Q4WAF7|Q4WAF7_ASPFU
OG_0005716	tr|A7EX61|A7EX61_SCLS1
OG_0005717	tr|Q6C985|Q6C985_YARLI
OG_0005717	tr|Q4WNF2|Q4WNF2_ASPFU
OG_0005717	sp|P07283|PMM_YEAST
OG_0005717	sp|Q9UTJ2|PMM_SCHPO
OG_0005717	tr|A7EGS6|A7EGS6_SCLS1
OG_0005718	tr|Q6C9G5|Q6C9G5_YARLI
OG_0005718	sp|P35718|RPC8_YEAST
OG_0005718	tr|Q4WCI0|Q4WCI0_ASPFU
OG_0005718	sp|O94285|RPC8_SCHPO
OG_0005718	tr|A7E8S7|A7E8S7_SCLS1
OG_0005719	tr|Q4WNV8|Q4WNV8_ASPFU
OG_0005719	tr|A7EF66|A7EF66_SCLS1
OG_0005719	tr|Q6C6U2|Q6C6U2_YARLI
OG_0005719	sp|O13962|YE42_SCHPO
OG_0005719	sp|Q00873|CYT2_YEAST
OG_0005720	tr|A7F1G6|A7F1G6_SCLS1
OG_0005720	sp|P33201|MRT4_YEAST
OG_0005720	sp|Q9USZ6|MRT4_SCHPO
